BUSINESS_ID,REVIEW_DATE,USER_ID,REVIEW_STARS,REVIEW_TEXT,SENTIMENT
nMDteyIwo3zLbqm45xBwFw,2021-07-31,C-Px0UC-zUS0JKd_Cohihg,5,"We went late at night and it was packed. The server was really nice and the ambience of the place was warm and cozy. We got the fruit toast, which was yummy. The instead was soft and conveniently cut in squares, while the outside was nice and crunchy, all topped with fresh fruit and ice cream. The tea was fragrant and light, quite relaxing. The taiyaki was also yummy and the twister fries was amazing and quite a large portion, great for sharing!",Positive
Y34kmKgpINn5DmH8NScnzg,2017-11-16,waEAgSXnWMYbgzYKalSxFg,1,"Thanks for wasting my time because I didn't have 45 minutes to wait to pay for my two items. The lack of cashiers seems to be getting worse and worse over corporate greed Everywhere and I am tired of it. Walmart and other corporations have no respect for their customer's time. Boycotted. I am now going to boycott any store who thinks this is OK, because it's bs!",Negative
rrH5z02NGj20suu_WnG0IA,2021-09-13,f1NljWK_Jn6DrbHH7uerUw,1,"abarrotado, imposible de estacionar, ninguno de los vendedores parece un verdadero granjero, lleno de entrometidos tensos Karens todavía tratando de actuar como si el mundo estuviera llegando a su fin debido a alguna profecía del Antiguo Testamento a la que deberían haber prestado más atención en su adoctrinamiento religioso",Neutral
Ro1I-E9gwe3t67_jz2cMkA,2019-07-16,q_xQumE7SI1j90LjZiff2Q,5,"This is the beat pizza at the best price in the Greater New Orleans area.  I see why people drive from all over to come here. Huge pizza, loaded with quality toppings at a very fair price.",Positive
O8qoFIqDy7i6PYKoOMLa4g,2016-05-20,AfRW-pvo90CQciraqn62rg,5,"Outstanding experience! I have a credit score that the credit bureaus rank as 'poor'. As a result, I was embarrassed and afraid to even try. My sales guy Eric was understanding and upfront with me about the process and financing and put my mind at ease. I ended up deciding to lease and drove away in a brand new 2016 gorgeous Malibu with an affordable monthly payment!!! Bill Estes is my dealer from now on!",Positive
ra0Xp7uUxkdVxawtdZSrEQ,2010-06-02,Ens-kEIC5Qfhqv8Gvm87kA,5,"If you have kids and they need school uniforms, this is the place to go.
Thye ALWAYS keep this place stacked with uniforms year round making them the true ""uniform headquarters"".

The pricing is excellent especially for those with multiple children.

No long lines even during back-to-school weekend around Labor Day.",Positive
CraVVOWt3BRFDC9T7aupAw,2012-07-13,eFipnlqRDAy1cyPNxOlDeQ,2,"It's hard to mess up a steakhouse concept.  They are everywhere, and one is usually just like any other.  (Except for Lone Star - love that place!)  We waited for about 5 minutes to be seated, which is not too bad since we were there during the dinner rush.  The hostess seemed really flustered.  Our server was not friendly at all.  We had to consistently ask for drink refills, although she kept returning to our table to see if we needed anything.  ""Ummm...yes...the drinks we asked for the last 4 times you were here.""  I had the Logan Sirloin.  It was cooked the way I had asked for it, which is a big plus.  Just too much salt on all of the food.  Way over seasoned.  Lettuce on the house salad was ""toasted"" - well past ever being fresh.  Prices were decent, but probably won't be back.  Customer service is a big issue for them.",Neutral
NT5S6JV5wPwKOd3s3Yh1zQ,2015-11-15,mBfFm5LAUJmq4H7jpOWK_w,5,"Burger Up is always a must stop anytime I am in Nashville. I love the bottled root beer and the Woodstock burger. The atmosphere is wonderful and friendly. An always enjoyable experience. Get the hibiscus mimosa, while you're at it! :D",Positive
m1EGAIfFEN9nG2_bJqnAcQ,2013-07-25,W8tLqw1FyyW7VzCgkw-qeg,5,"Best sushi in all of Reno!!!! There staff is attentive and the food is amazing.  They offer free sake&Beer !!!!  Don't let the wait discourage you, well worth the wait!",Positive
-V0vIgo6196MDn_x3ZaYmA,2015-09-17,Nlt47sn6lkJoXUkEHd3kfQ,4,"Really good food, great service, but very expensive. This might be a great place to go for dessert. We were in at the middle of lunch hour and were the only table in the place - very odd because the food and service were both very good. Maybe price is their issue.",Positive
0zWAsCBzvuCI_Ydx7yH1Jw,2017-12-24,mXmx-dkgyxrpxkJCJ95xkA,2,Had a good meal here twice and one time had completely inedible garbage. The sauce was extremely salty like they forgot to add water to something concentrated or whatever. The spring rolls looked over cooked and shriveled up somehow. They gave a cash refund with no problem.,Positive
pafrjSu3h0v0N8GR3ghNtQ,2016-01-14,m982bOXdBgpmVU3ROb1B2Q,4,"This Yats location has a certain NOLA charm that the Carmel counterpart lacks. Think dim lights, counter seating, cozy atmosphere, and Mardi Gras decor. No frills but with some personality.

I went with the half and half (best way to have the best of both worlds) with B&B and red beans and sausage. Neither are spicy which is right up my alley. I LOVE the red beans and sausage dish and will definitely get it next time. Also, that magical bread they serve it with - is it made with crack? 

Note that this location accepts cash & card, like all other Yats locations. Also, parking is tricky since there isn't much street parking available with the BlueIndy stations. Parking at Fresh Market is frowned upon so park on a side street and walk a few blocks.",Positive
rsDFJ05TiW7yBMdVuQ2tQQ,2017-07-16,xGgDukjgZEjyPV8bRY5sXw,3,I love custard and this custard compared to kopps was just okay. Lots of flavor to pick from. Decent prices. Good service.,Positive
yip92_y6BgpQdcX486b_RQ,2014-04-10,VAJdDhXFu_KO0EKfc2i1pw,5,"The Seven Falls hike is one of the most beautiful I've ever been on.  It is filled with colors, textures, smells and uniquely Tucson sights.  It is not easy, maybe moderate.  We took our 8 & 13 year-old daughters with us.  They did it, but it was a workout and the 8 year-old fell asleep with her water bottle in her mouth in the car 5 minutes after leaving.  The pools at the end are incredible and a reward I would come back for.  We all agreed we would do this again.  Bring lots of water.  You will need it. Wear solid shoes for the hike up.  It is not flip flop appropriate. It is a dusty, gravelly, rocky trail.  We brought sandals (not flip flops) for the water falls at the end and were glad.  The rocks are slippery when wet, hot when dry.  If you don't take the Tram to the trail head, you will had 1.5 miles each way to the hike.  The last bit to the falls feels like forever and whom ever you ask, at what ever point you ask, will say it is just another 20 minutes.  Don't ask, just go.  It is worth it.",Positive
7fETFidBtAZuWKanTfa02w,2019-11-07,N5cZNPFEY9RcFXFWdjld6Q,1,"Gross. Just gross. Pics speak for themselves. I understand they were just acquired by Wyndham, but how bout you close for a remodel.",Neutral
SZU9c8V2GuREDN5KgyHFJw,2012-03-29,ilswheKQ-aFwfHP2Jcxuxw,3,"Clam chowder was cooh, ours is better(Frisco), as well as the calamari, scallops and scrimp.  I was REALLY regretting not getting the spider crab, them things are HUGE.  Next time ;)",Neutral
bCIZeggW02uPdz2lobSjUA,2017-09-24,dkvRoZ646VM9fwqARUcHgg,4,"This bar is a cozy and classy respite from some of the other bars on Congress. It's a fairly small bar, with a handful of booths to your right as you walk in and the bar to your left. But because it's small, it creates an intimate feeling. 

My partner and I found seats at the bar. While they have a good selection of interesting cocktails, my partner and I both decided to go with a beer since they also had a good selection of local beers and I had a pint of one of my favorites--the Serrano seduction by Dillinger. My partner had an IPA. 

There was one tv and it looked like you could get cans of pretty cheap beers--they're in coolers--if you're on a budget, since their drinks are kinda pricey. 

They have a photo booth, which my partner and I did--$4 for a strip of four photos. Adds a fun element to this place. 

Overall, a great little bar I would return to--I definitely want to check out their happy hour, since they also serve food.",Positive
J5-Y4ujpElrzPGJLYJ4tEg,2015-07-02,Rk2a0swAjDWsVka0jnv8rg,1,It's cute that the cooks can rush their friends pizza out but turn off the oven for my pizza even though I ordered first. Over half an hour for a pie and we are the only ones here? I've never seen such poor slow service. Mopping the floor with us sitting here and the manager (older grey hared man wearing a blue shirt) will only hide in the back.,Positive
B2wSy1zQCdZgDXOkhAKGDQ,2016-07-24,QIwGER0DuChHINkwZOSI2g,2,"Did not enjoy my stay at this hotel. They kept playing with my bank account refunding and withdrawing money multiple times. I asked for toilet paper and never got it, went to the front desk and was told to get it from the restroom downstairs in the lobby, then when I received my bill for check out they sent me a rate higher than the one I was supposed to have. Went to the front desk and was told my reservation got cancelled and that it was under someone else's name. I had to show the lady at the desk my reservation and all the emails up until the day before. She apologized and said she didn't know what happened and that this was the first time she heard of something like this happening. Advised her I was the 2nd person this happened to and hat I wouldn't be back again. And I would be informing the people I was working for that weekend about the issues. I wouldn't recommend this hotel to anyone.",Neutral
_rkjLrft2ZgHcLBLF9amXw,2016-07-10,E71VGGaEE0PLp8sslfvzpg,4,"As I have stated in my last review, the Uno here in oaks is amazing. But, sadly, on this day there were a few things wrong. I might seem a bit picky but truly I'm not. I'm just pointing things out. 

So, in this fine night, me and my family went into the Uno, and were seated immediately. That is always good. The waitress then ordered our drinks, not 5 minutes later. We got our first round of drinks very quickly. I ordered the chips and guacamole as an appetizer, which too, came really fast. First complaint: the chips were a tad greasy.. One of them was like biting into liquid. (Only one though). That's understandable as they are made fresh to my understanding. My father drank down his pop very quickly, and asked our waitress for another. Here's where things got a bit bad. We waited 10 minutes and we were not even glanced at by the waitress, keep in mind this is the 10 minutes after my dad ordered his drink. He has still not received it. It was when the table next to us got their 3rd round of drinks that my dad had to grab the waiters attention and ask yet again. Another 5 min and she came back with the drink. 

Other than that stuff, Uno has once again pleased me. I ordered the Fireball Whiskey BBQ Chicken Melt once again.

8/10
Will always try again. It's good.",Positive
A2q7d-CBM2-81tVkmS4JMw,2012-01-02,kx2BMztcU-ejx8rlTll9Rg,4,"Mexican rice were delish and the pizza wasnt all that bad.The prime rib was not the best Ive ever eaten.  The mashed potatoes were a bit lumpy but overall they were good. Better than most buffets Ive eaten though. For one thing the desserts are wonderful. Gelato tasted amazing. Got peach and kiwi gelato a great combination. Even got a coffee flavored one not bad but, my wife loved it.  My daughter loved the chocolate cake and she for one is definitely not a fan of cakes. Looked wonderful but i was too full of ice cream to try. Its okay, good enough to eat. One good thing is that its cheap. Also the lines take forever, had such a long wait and from wasting a whole lot of time i couldve expected for the dinner to be so much better",Positive
6KqnM9M88ViD7l4IKqOEyQ,2017-03-02,dnG6_mxhZEajFKy5Rnxr-w,5,"Clean modern office. The staff is professional, knowledgeable, and friendly. Never had any trouble getting an appointment at a convenient time. All of the doctors are great. I wouldn't take my family anywhere else.",Positive
skJ1w8B5YusIibyxH4ohxQ,2014-04-15,IIFsTrVUBjgjujSHIRyTiA,5,"My boyfriend and I stopped off her on the way back to the parking lot after French Quarter Fest on Saturday evening around 6 pm.  The place was not empty but not packed.  We sat at the bar and I ordered a Cobb salad for $11 and we both got an order of wings for about $10 and drinks.  The salad was good.  So were the wings.  My boyfriend is a very picky eater and he ate all of  his and some of mine.  The service was excellent.  The bartender/server was attentive, prompt when we needed something, friendly, and efficient.  I watched our bartender and another one make drinks for others and they seemed to know what they were doing.  The restrooms were nice, and extra clean.  Then entire place was clean and I enjoyed the atmosphere.  I will definitely be returning.  Although we didn't bowl, I would like to do that the next time I am there.",Positive
zdG9d52hqH0JIk65LQzcaA,2017-12-24,Kyf28N5P0W2R09KgQIeaUw,1,"You should be McShamed of yourselves ! I have never had a worst fast food experience so let me Mcsplain what happened here to the rest of you.
 
I had a conference call set for 3 pm on Thursday 12/21/17. I am with my family so decided to let them go inside while I pulled into the drive through. The time was 2:55 pm, I know because I checked to make sure I'd have enough time before my 3 o'clock call. The thinking was 5 minutes should be plenty O time to McOrder and get my McFood I wasn't sweating it. In the meantime my wife and kids went in to get their food as well from the main ""dining area"". I order a McChicken Sandwhich and an orange soda... and then I can't really tell you hat could have McHappened, because it was a McFreaking disaster.

After ordering, I moved up about 2 car lengths and that was my last travel for the next 20 or so minutes until the car in front of me decided to ride over a curb to get out of the cue. I was on my call at this point so it didn't really McMatter anymore, I needed to wait this out. At 3:33 pm, I finally made it to the 1st window (where the guy who took my order was standing). I paid him for my food, expecting a ""hey sorry for the wait"" or ""this one is on us because you could have gotten the people from Guinness book here by now to give you an award for experiencing the exact opposite of fast food"" but he was silent. Cheerfully smiling, but silent. 

I drive up to the 2nd window where you get your food and no one was there. I was starting to put 2 and 2 together here. This was the McHold Up ! While waiting at window number 2 I noticed my wife was at the counter along with about 6 other people all waiting for ""something"" too. She was looking for mayonnaise. Does anyone want to Mcbet if she got it or not ? The answer would be a resounding NO. Instead she got a ""I don't know where they keep it"" if you want to WAIT (another 25 minutes for your food) I can go to the basement and start opening jars until I find one that is white-ish looking. (sarcastic exaggeration intended here). 

So I finally am handed my McChicken sandwich (ok there were actually 2 of them) and my LARGE drink was served to me in a medium cup. I didn't notice till I pulled out but was thinking, I'm not pulling into that line again for a size difference in my cup.. lol..  I took a sip out of it, and you know that feeling you get when you're thirsty and take the first sip of a really good cup of soda ? Because if you do I'd love for you to Mcshare your experience with me ! Unfortunately I got orange colored seltzer water. Yep, not even worth the McWait.. but in the school of fairness my sandwiches were acceptable. That wouldn't be enough to pull this McPlane out of a tailspin. 

You get 1 McStar only because I can't go any lower. Oh did I forget to mention ? My wife interrupted a drug deal going down so felt safe enough because of the crowd (of people waiting) to move to the other side of the restaurant. Are you McFreaking kidding me ??",Positive
hgdh0gKSczCIjLikWtZpGg,2019-01-30,8y7V_w3rtzPD2LadG8_QnA,5,"This is an authentic chinese restaurant cafe serving bubble tea, fruit tea, specialty popcorn chicken, chinese noodle soup, and authentic Asian dishes. They also have the traditional general tso's chicken and sesame chicken. Lunch Special is around $8-9 dollars. 

We recently tried the pork chop curry chicken, popcorn chicken, mango fruit tea, and soup dumplings. Everything was very tasty and flavorful! Highly recommend this place.",Positive
sB45WFgysT617bKWP_WJwA,2015-02-21,32hMcxaohQrPBbNi5HRIeg,5,"Not a Budweiser fan at all, but this is the mecca for anyone who likes beer. It's true that InBev bought out Anheuser-Busch, but this just means more growth for the company. They even own one of America's best breweries, called Goose Island. I digress, but anyway, the Clydesdales are bigger than I ever imagined. Best of all, free samples after the tour.",Positive
Oun4NN-u5yiHIxDqtJnxgA,2017-10-22,iEv-vns021taltdGG8Rb8Q,4,"I had my first taste of Federal Donuts yesterday, partially because I was in the neighborhood for MasterChef auditions at the Sofitel a half-block away (didn't get a callback) but because I wanted to see what all the fuss is about.  

I had purchased a copy of their book (part history, part recipes) at an author event at the Free Library of Philadelphia, so I stopped in before auditions to get a couple donuts and taste what passed for coffee here.

I was not disappointed.

Fresh hot cookies and crème donuts were heavily sugared and initially too hot to eat, but once they cooled off, I appreciated their texture and flavor--everything I wanted in a donut.  The coffee was rich and flavorful.  A great start to my Saturday! Highly recommended.

I'm saving the fifth star for when I get to try the chicken next time I'm in the neighborhood.  I have used their recipe to prepare chicken at home, and it got rave reviews, both with bone-in and tenders, so I'm looking forward to my next visit to Federal Donuts.",Positive
qQkBiAiK_LG1fnXQlQ5NVA,2016-03-30,S1b-DsmCjDqJ5xEyBlThuQ,5,"Love Dr.James, simply the best. Compassionate, intelligent, and very loyal to her career",Positive
vQHLyvsUCUOpGOsPBDlP9g,2015-11-06,APIy1LFn2go2VzK2NJNB3g,5,"Dr. Tobin Dobler  Chiropractor, was fantastic!
He squeezed me in at a moments notice and got my back, back into shape. Thank you Doc!
$40 office visits.  775-544-7644",Positive
uQnOVqRRLALRNy-kdu1LXQ,2016-04-11,hK6yIxs_JAE-l2swKVf-Kg,5,"Seriously who thought of this????  I wish I could replicate and open one in KC.  I loved the novelty of it and the Popsicle are delicious!  So delicious that after we finished our first one, we all decided to have one more because, when will we ever find a gourmet Popsicle place again??",Positive
yz0KWVamNhqiZGz7XTClzg,2015-01-04,fr1XVKLZB0JbkijfzxMoXg,4,"SoBou created an exceptional New Year's Eve dinner service. Not only were dinner reservations easily made through Open Table, we were also able to push our reservation time to 6:30PM with ease when we knew we'd be running late. The duck leg and pork chop were prepared perfectly, but the stars of the night were the Smoke Turkey Gumbo with Foie Gras Boudin Balls and the Collard Greens braised in house made barreled aged cherry infused gin.",Positive
CCK43KoQrYP4HKNGXxk16w,2013-12-29,_Xuz7Eys0GOmrTc8guRZaA,5,"After stressing and searching for way too many hours, I finally went with Busy Bee for my move from Carmel to Indianapolis Geist area.  I am glad I did.  The guys were awesome - on time, and efficient, they were non-stop moving my furniture and packed boxes down three floors of my apartment building with no elevator.  They were very nice guys that were attentive and clearly wanted to not only do the job right, but also just the way I wanted.  Off loading at the new place was up a few icy steps on very cold day, but there were no complaints - just making sure it was done right.  I highly recommend Busy Bee Movers!",Positive
iI6S-dv31iV2I16UuXTnPA,2015-01-04,3ZGniITQQHnw-2SIWOe4Wg,2,"The service from the bar staff was great.  But DON'T go there for a football game unless you are a Steeler fan.  We were asked ""politely "" by the manager to leave the bar because we were rooting for an opposing team and upsetting the other-- which turned out to be the entire bar.  The Steelers were losing the game at the time.  A shame they were not more accepting of ""other"" teams.",Negative
AoqVaoOwJ_z-vIxNvWspYQ,2016-07-04,F7O-wbz47srQXmi_DApTQA,5,We are in Ruskin for a week and our first full day here we were worn out and didn't feel like going out for dinner so we looked through our local directory and found Westshore pizza! I called and I was greeted by a super friendly man. He took my order and proceeded to tell me the price and how long it would take (he arrived faster than the suggested wait time) When he arrived I was greeted by the same nice man with the BEST pizza I have ever eaten! It was made to perfection! The salad was perfect and my husbands Rocky burger was phenomenal! A definite must if you are in the area!,Positive
